year,hour,focal_depth,eq_primary,eq_mag_mw,eq_mag_ms,eq_mag_mb,eq_mag_ml,eq_mag_mfa,eq_mag_unk,intensity,country,state,location_name,latitude,longitude,total_deaths,total_damage_millions_dollars
1826,3,,8.2,,,,,,8.2,9,COLOMBIA,,"COLOMBIA:  ENGATIVA,BOGOTA,RAMIRIQUI,UMBITA,TUNJA",4.6,-73.9,,
1845,,,4,,4,,,,,,COLOMBIA,,COLOMBIA:  MAGDALENA RIVER,4.5,-75.4,1000,
1900,,,7.9,,,,,,7.9,,COLOMBIA,,COLOMBIA,4.6,-74,,
1903,1,,7.7,,,,,,7.7,,COLOMBIA,,COLOMBIA,4.6,-74,,
1904,14,60,7.9,,7.9,,,,,,COLOMBIA,,PANAMA-COLOMBIA,7,-79,,
1906,,,7.7,,7.7,,,,,10,COLOMBIA,,COLOMBIA,3.5,-76.2,,
1906,,,7.7,,7.7,,,,,9,COLOMBIA,,COLOMBIA,4.6,-74,,
1906,10,,7.7,,7.7,,,,,9,COLOMBIA,,COLOMBIA,4.6,-74,,
1922,22,600,7.6,,7.6,,,,,,COLOMBIA,,"COLOMBIA:  CAQUETA, PUTUMAYO",2.5,-71,,
1955,21,,6,,,,,,6,,COLOMBIA,,COLOMBIA-ECUADOR,0.2,-78.4,,
1961,10,120,6.5,,6.5,,,,,,COLOMBIA,,COLOMBIA: NORTHEASTERN COLOMBIA,8.9,-73.4,,
1631,,,5.7,,,,,,5.7,9,ETHIOPIA,,ETHIOPIA,11.2,41.7,,
1973,7,31,5.9,,5.9,,,,6,,ETHIOPIA,,ETHIOPIA:  DJIBOUTI,11.66,43.03,,
1910,11,60,7.5,,7.5,,,,,,HONDURAS,,HONDURAS,17,-85,,
1905,17,60,7.6,,,,,,7.6,,KIRIBATI,,KIRIBATI:  PHOENIX ISLANDS,-1,-168,,
1976,2,33,6.2,,6.2,5.8,,,5.8,7,MALAYSIA,,"MALAYSIA:  SABAH:  LAHAD,DATU,KANAK",4.96,118.31,,
1903,9,60,7.8,,,,,,7.8,,MONGOLIA,,MONGOLIA,48,98,,
1905,9,33,8.4,8.4,8.3,,,,,,MONGOLIA,,MONGOLIA,49,99,,
1905,2,33,8.4,8.4,8.7,,,,,,MONGOLIA,,MONGOLIA,49,98,,
1967,0,35,7.5,,,,,,7.5,10,MONGOLIA,,MONGOLIA,48.1,102.8,,
1974,19,33,6.7,,6.7,6.1,,,6.7,,MONGOLIA,,MONGOLIA,45.14,94.03,,
1909,23,60,7.2,,,,,,7.2,,PAKISTAN,,PAKISTAN,30,68,,
1931,15,60,7.4,,,,,,7.4,,PAKISTAN,,"PAKISTAN:  MACH,BALUCHISTAN",29.8,67.3,,
1947,14,,7.6,,7.6,,,,,,PAKISTAN,,PAKISTAN:  GWADAR,25.5,63,,
1972,16,36,6.2,,6.2,6.3,,,6.5,,PAKISTAN,,"PAKISTAN:  TANGIR, GUPIS, RAWALPINDI, PESHAWAR",36,73.4,,
2006,7,10,4.9,,,4.9,,,,,PAKISTAN,,PAKISTAN:  MIRPUR DISTRICT,33.129,73.887,1,
2007,6,10,4.8,,4.8,5.3,,,,,PAKISTAN,,PAKISTAN:  GHANCHE,35.304,76.753,1,
2013,7,12,6.8,6.8,,,,,,,PAKISTAN,,PAKISTAN: AWARAN,27.183,65.505,22,
382,,,7.5,,,,,,7.5,,PORTUGAL,,PORTUGAL:  CABO SAN VICENTE:  SW,36,-10.83,,
1761,23,,8.5,,8.5,,,,,9,PORTUGAL,,PORTUGAL:  LISBON,34.5,-13,,
1816,0,,7,,,7,,,,8,PORTUGAL,,PORTUGAL:  LISBON,,,,
1628,18,6,5,,,,,,5,8,SLOVENIA,,"BALKANS NW:  SLOVENIA:  KRISKO,BRESTANICA",46,15.5,,
1699,,6,5,,,,,,5,8,SLOVENIA,,BALKANS NW:  SLOVENIA:  LJUBLJANA,45.6,15.3,,
1840,12,8,4.9,,,,,,4.9,7,SLOVENIA,,BALKANS NW:  SLOVENIA:  LJUBLJANA,46.2,14.7,,
1845,20,7,4.9,,,,,,4.9,7,SLOVENIA,,BALKANS NW:  SLOVENIA:  LJUBLJANA,46.1,14.5,,
1882,7,12,4.8,,,,,,4.8,7,SLOVENIA,,BALKANS NW:  SLOVENIA:  LJUBLJANA: W,46,14.2,,
1916,8,11,4.9,,,,,,4.9,7,SLOVENIA,,BALKANS NW:  SLOVENIA:  GORNJI GRAD,46.3,14.6,,
1917,8,13,5.6,,,,,,5.6,8,SLOVENIA,,BALKANS NW:  SLOVENIA:  BREZICE,45.9,15.6,,
1956,2,7,4.5,,,,,,4.5,7,SLOVENIA,,"BALKANS NW:  SLOVENIA:  ILIRSKA BISTRICA,KOSEZE",45.5,14.3,,
1963,10,13,4.9,,,,,,4.9,7,SLOVENIA,,BALKANS NW:  SLOVENIA:  LJUBLJANA,46.1,14.8,,
1974,17,7,4.5,,,4.5,,,5.1,7,SLOVENIA,,BALKANS NW:  SLOVENIA:  KOZJANSKO,44.97,15.53,,
1977,13,6,4.6,,,4.6,,,4.2,6,SLOVENIA,,"BALKANS NW:  SLOVENIA:  TRSTENIK,BELA,TENETISE",46.29,14.29,,
2017,9,10,4.4,,,4.4,,,,,TANZANIA,,TANZANIA: MWANZA,-3.043,32.888,1,
1692,11,,7,,,,,,7,9,ARGENTINA,,"ARGENTINA:  SANTIAGO, ESTECO, RIO DE LAS PIEDRAS",-25.4,-64.8,,
1894,19,,7.5,,7.5,,,,,9,ARGENTINA,,"ARGENTINA:  LA RIOJA, SAN JUAN, MENDOZA",-32,-68.5,,
1912,22,620,7.5,,7.5,,,,,,ARGENTINA,,ARGENTINA:   SANTIAGO DEL ESTERO PROVINCE,-29,-62.5,,
1916,21,600,7.5,,,,,,7.5,,ARGENTINA,,ARGENTINA,-28.5,-63,,
1944,23,50,7.8,,,,,,7.8,,ARGENTINA,,ARGENTINA:  SAN JUAN PROVINCE,-31.5,-68.5,,
2010,15,10,6.3,,,6.3,,,,,ARGENTINA,,ARGENTINA:  SALTA,-24.872,-65.602,2,
1897,5,14,6.5,,,,,,6.5,9,AUSTRALIA,,"AUSTRALIA: BEACHPORT,ROBE,KINGSTON,MOUNT GAMBIER",-37.3,139.7,,
1906,7,,7.8,,,,,,7.8,,AUSTRALIA,,AUSTRALIA:  WEST COAST,-22,109,,
1924,1,,7.8,,7.8,,,,,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,-56,157.5,,
1924,4,50,7.5,,,,,,7.5,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND:  NORTH OF,-49.5,159,,
1926,19,50,7.9,,,,,,7.9,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND:  NORTH OF,-49,161,,
1943,3,25,7.9,,,,,,7.9,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,-53,159,,
1954,18,4,5.4,,,,,,5.4,8,AUSTRALIA,,AUSTRALIA:  ADELAIDE:  S,-34.9,138.7,,
1968,2,5,6.9,,,,,,6.9,9,AUSTRALIA,,"AUSTRALIA:  MECKERING, NORTHAM, CUNDERDIN, YORK",-31.6,117,,
1970,16,33,7.6,,7.6,7,,,,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,-59.1,157.8,,
1973,19,13,5.5,,,5.5,,,5.5,5,AUSTRALIA,,"AUSTRALIA:  WOLLONGONG, SYDNEY",-34.13,150.27,,
1979,9,6,6.1,,6.1,6,,,,,AUSTRALIA,,AUSTRALIA:  WESTERN,-30.812,117.179,,
1987,6,33,7.7,,7.7,5.9,,,,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,-58.893,158.513,,
1988,0,5,6.3,,6.3,6.1,,,,,AUSTRALIA,,AUSTRALIA:  TENNANT CREEK,-19.847,133.803,,
1988,12,5,6.7,,6.7,6.5,,,,9,AUSTRALIA,,AUSTRALIA:  TENNANT CREEK,-19.829,133.882,,
1989,10,10,8.2,,8.2,6.4,,,,7,AUSTRALIA,TAS,MACQUARIE ISLAND:  MACQUARIE STATION; NEW ZEALAND,-52.341,160.568,,
2000,14,10,7.9,7.9,7.8,6.8,,,,,AUSTRALIA,,"AUSTRALIA:  S, COCOS ISLANDS",-13.802,97.453,,
2004,14,10,8.1,8.1,7.7,6.5,,,,,AUSTRALIA,TAS,AUSTRALIA:  MACQUARIE ISLAND,-49.312,161.345,,
1921,8,120,7.5,,,,,,7.5,,GUATEMALA,,GUATEMALA,15,-91,,
1942,23,50,7.9,,7.9,7.7,,,,,GUATEMALA,,GUATEMALA:  NEAR S COAST,14,-91,,
1757,,,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  JAKARTA,-6,107,,
1815,,150,7,,7,,,,,9,INDONESIA,,INDONESIA:  BALI,-8,115,11453,
1823,,150,6.8,,6.8,,,,,,INDONESIA,,INDONESIA:  JAVA,-6.5,108.5,,
1843,,,6,,6,,,,,,INDONESIA,,INDONESIA:  JAVA:  GENTENG ISLAND,-7.2,114,,
1846,0,,7.3,,7.3,,,,,,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,2,126.5,,
1852,0,,6.8,,6.8,,,,,,INDONESIA,,INDONESIA:  SUMATRA:  SIBOLGA,1.5,98,,
1854,,,6,,6,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-3.5,128.6,,
1859,,,7,,7,,,,,,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,1,126.5,,
1859,,,6.8,,6.8,,,,,,INDONESIA,,"INDONESIA:  NEIRA I, LONTHOR I",-5.5,130.5,,
1861,,70,7,,7,,,,,,INDONESIA,,INDONESIA:  SW. SUMATRA,1,97.5,,
1861,,,6.8,,6.8,,,,,,INDONESIA,,INDONESIA:  SW. SUMATRA,1,97.5,,
1882,,,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  BANDANEIRA,-4.5,129.9,,
1885,,,6.8,,6.8,,,,,,INDONESIA,,INDONESIA:  SUMATRA:  AJERBANGIS,,99.5,,
1889,,,6,,6,,,,,,INDONESIA,,"INDONESIA:  MADURA ISLAND, JAVA",-7,113.5,,
1891,,80,7,,7,,,,,,INDONESIA,,TIMOR SEA,-9,124,,
1892,,70,7,,7,,,,,,INDONESIA,,INDONESIA: SERAM ISLAND,-3,127.75,,
1897,,15,5.5,,5.5,,,,,,INDONESIA,,INDONESIA:  KAJUADI ISLAND,-6.8,120.8,,
1903,0,,8.1,,8.1,,,,,,INDONESIA,,INDONESIA:  S OF JAVA,-8,106,,
1903,,33,6.5,,6.5,,,,,,INDONESIA,,"INDONESIA:  TIFU, MASARETE, KAJELI",-3,127.5,,
1905,2,90,8.4,,8.4,,,,,,INDONESIA,,INDONESIA:  MINAHASSA PENINSULA,1,123,,
1907,20,500,7.3,,7.3,,,,,,INDONESIA,,INDONESIA:  TALAUD ISLANDS:  KARAKELONG ISLAND,3,122,,
1907,17,200,7.9,,7.9,,,,,,INDONESIA,,INDONESIA:  DJAILOLO GILOLO,1,127,,
1908,,130,7.5,,7.5,,,,,,INDONESIA,,SW. SUMATRA,-2,100,,
1908,6,,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  CELEBES SEA,3,123,,
1910,14,,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  TALAUD ISLANDS,4.5,126,,
1915,,,6,,6,,,,,,INDONESIA,,INDONESIA:  NW. IRIAN JAYA,-1,136,,
1916,6,30,8.1,,8.1,,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-3,136,,
1916,8,16,8.1,,8.1,,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-3,135.5,,
1917,4,100,7.8,,7.8,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-7.5,128,,
1918,18,190,8.1,,8.1,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-7,129,,
1923,3,,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  DJAILOLO GILOLO,-1.75,128.75,,
1926,3,,7.9,,7.9,,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-3.5,138.5,,
1930,13,33,6,,6,,,,,,INDONESIA,,JAVA-S. JAVA SEA,-5.6,105.3,,
1930,15,100,6.5,,6.5,,,,,,INDONESIA,,S. JAVA SEA,-9.3,114.3,,
1933,21,20,7.5,7.5,7.5,,,,,,INDONESIA,,INDONESIA:  S SUMATERA,-5.151,104.528,,
1935,10,,6.5,,6.5,,,,,,INDONESIA,,INDONESIA:  CELEBES SEA,5.5,94,,
1942,1,120,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  MINAHASSA PENINSULA,,124,,
1943,3,50,7.6,,7.6,,,,,,INDONESIA,,INDONESIA:  S SUMATERA,-1,101,,
1943,8,60,7.6,,7.6,,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA:  ARU ISLANDS,-6,134.5,,
1944,0,220,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  FLORES,-8.5,123.5,,
1948,1,60,7.9,,7.9,,,,,,INDONESIA,,INDONESIA:  SERAM,-3,127.5,,
1948,18,,6.2,,6.2,,,,,,INDONESIA,,INDONESIA:  OFF NORTHWEST COAST,6,95,,
1949,13,,6.7,,6.7,,,,,,INDONESIA,,INDONESIA:  BANDA ACEH,5,95,,
1950,15,60,8.1,,8.1,,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-6.5,129.5,,
1956,6,190,7.5,,7.5,,,,7.5,,INDONESIA,,INDONESIA:  BANDA SEA,-5.5,130,,
1957,4,600,7.5,,7.5,,,,,,INDONESIA,,INDONESIA:  JAVA SEA,-4.6,107.1,,
1957,14,,6,,6,,,,,,INDONESIA,,INDONESIA:  KALIMANTAN ISLAND,-2,116,,
1958,22,200,6.7,,6.7,,,,,,INDONESIA,,INDONESIA:  SUMATRA:  BENGKULU,-4.5,104,,
1963,12,65,6,,6,,,,,,INDONESIA,,INDONESIA:  BALI,-8.2,115.6,,
1968,13,65,7.7,,7.7,6.1,,,,,INDONESIA,,INDONESIA:  NEW GUINEA:  IRIAN JAYA,-2.9,139.3,,
1969,10,70,7.5,,7.5,5.9,,,,,INDONESIA,,"INDONESIA:  TALAUD ISLANDS, MINDANAO, VISAYAN",4.8,127.4,,
1969,2,20,7.7,,7.7,,,,,,INDONESIA,,INDONESIA:  OFF NW COAST SUMATERA,2.1,94.6,,
1972,16,325,7.8,7.8,7.5,5.8,,,,,INDONESIA,,INDONESIA:  CELEBES SEA,3.9,124.3,,
1977,13,33,5.2,,,5.2,,,5,6,INDONESIA,,"INDONESIA:  BALI: KAYUBIHI,BANJAR ANTUGAN JEHEM",-8.22,115.19,,
1977,23,22,6,,6,5.5,,,6,8,INDONESIA,,"INDONESIA:  SUMATERA,SINURAT,TALU",0.45,100.02,,
1979,16,43,5.4,,5.4,5.4,,,,,INDONESIA,,INDONESIA:  BALI,-8.299,115.934,,
1979,19,33,6.3,,6.3,5.6,,,,,INDONESIA,,"INDONESIA:  SUMBAWA ISLAND:  BALI, LOMBOK",-8.39,115.889,27,
1982,4,52,5.4,,5.4,5.4,,,,,INDONESIA,,INDONESIA:  NORTHERN SUMATERA,4.374,97.755,,
1982,10,33,6.4,,6.4,6.1,,,,,INDONESIA,,INDONESIA:  SUMBAWA ISLAND REGION,-9.265,118.479,,
1989,11,32,5.6,,5.6,5.9,,,,,INDONESIA,,"INDONESIA:  MOLUCCA PASSAGE:  MOROTAI, TANAWANGU",1.031,126.189,,
1989,20,10,6.2,,6.2,6.4,,,,,INDONESIA,,INDONESIA:  TIMOR:  ALOR,-8.081,125.129,,
1994,21,26,6.6,6.6,6.4,6.1,,,,,INDONESIA,,INDONESIA:  JAVA,-10.362,112.892,,
1994,0,11,6.5,6.5,6.3,6,,,,,INDONESIA,,INDONESIA:  JAVA,-10.777,113.366,,
1994,1,17,6.1,6.1,6.3,5.7,,,,,INDONESIA,,INDONESIA:  JAVA,-10.341,113.369,,
1997,12,24,7,7,6.8,6.1,,,,,INDONESIA,,"INDONESIA:  SULAWESI:  MINAHASSA PENINSULA,GORONTALO",1.241,122.536,,
2001,3,33,7.5,7.5,7.3,6.3,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-4.102,123.907,,
2004,22,17,6.7,6.7,6.5,6,,,,,INDONESIA,,INDONESIA:  SERAM,-3.12,127.4,,
2004,14,56,5.1,5.1,4.5,5.2,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANGPANJANG,-0.466,100.655,5,
2005,10,19,6.7,6.7,6.7,6.4,,,,5,INDONESIA,,INDONESIA:  PADANG,-1.644,99.607,,
2006,16,397,7.6,7.6,,7,,,,,INDONESIA,,INDONESIA:  BANDA SEA,-5.473,128.131,,
2007,17,289,7.5,7.5,,,,,,,INDONESIA,,INDONESIA:  JAVA,-5.968,107.655,,
2007,23,35,7.9,7.9,8.1,6.6,,,,,INDONESIA,,INDONESIA:  SUMATRA,-2.625,100.841,,
2008,8,26,7.4,7.4,7.5,6.5,,,,,INDONESIA,,INDONESIA:  SUMATERA:  ACEH PROVINCE,2.768,95.964,3,
2009,22,23,7.3,7.3,7.4,6.7,,,,,INDONESIA,,PAPUA NEW GUINEA:  NEAR NORTH COAST,-0.691,133.305,,
2009,7,20,6.7,6.7,6.7,6.5,,,,,INDONESIA,,INDONESIA:  SUMATRA:  PADANG,-1.479,99.49,,
2010,0,65,5.1,,,5.1,,,,,INDONESIA,,INDONESIA:  JAVA:  GARUT,-7.907,107.879,1,
2010,22,31,7.8,7.8,7.9,7,,,,,INDONESIA,,INDONESIA:  SUMATRA,2.383,97.048,,
2012,10,25,8.2,8.2,,7.2,,,,,INDONESIA,,INDONESIA:  N SUMATRA:  OFF WEST COAST,0.802,92.463,,
2014,2,45,7.1,7.1,,,,,,5,INDONESIA,,INDONESIA:  N. MOLUCCAS ISLANDS,1.893,126.522,,
2016,12,24,7.8,7.8,,,,,,5,INDONESIA,,INDONESIA: SUMATRA:,-4.952,94.33,,
2019,11,18,6.8,6.8,,,,,,,INDONESIA,,INDONESIA:  SULAWESI ISLAND: LUWUK,-1.852,122.553,1,
1979,17,8,6.2,,6.2,5.8,,,,8,MACEDONIA,,BALKANS NW:  MACEDONIA:  DEBAR,42.255,18.752,,
1916,20,60,7.5,,7.5,,,,,,NICARAGUA,,NICARAGUA:  OFF COAST,11,-86,,
1919,23,20,6.6,6.6,6.8,,,,,,NICARAGUA,,NICARAGUA:  GULF OF FONSECA,12.33,-88.291,,
1925,1,135,6.7,,,,,,6.7,,NICARAGUA,,NICARAGUA:  MANAGUA,12.2,-85.2,,
1926,7,135,7,,,,,,7,,NICARAGUA,,"NICARAGUA:  MANAGUA,GRANADA,MASAYA,CHINANDEGA",12.3,-85.8,,
1931,16,,5.6,,,,,,5.6,,NICARAGUA,,NICARAGUA:  MANAGUA,13.2,-85.7,,
1932,10,90,7.6,,,,,,7.6,,NICARAGUA,,NICARAGUA:  NEAR WEST COAST,12,-87.5,,
1955,19,,6.2,,,,,,6.2,,NICARAGUA,,NICARAGUA:  MANAGUA,13,-87,,
1956,,,7.3,,,,,,7.3,,NICARAGUA,,NICARAGUA:  PUERTO SAMOZA,12.2,-86.7,,
2012,4,28,7.3,7.3,,,,,,,NICARAGUA,,NICARAGUA:  OFF THE COAST,12.139,-88.59,,
2016,18,33,6.9,6.9,,,,,,5,NICARAGUA,,NICARAGUA,11.96,-88.835,,
1610,19,,7.9,,,,,,7.9,10,VENEZUELA,,"VENEZUELA:  LA GRITA,BAILADORES,MERIDA",8.3,-71.8,,
1766,9,,7.5,,7.5,,,,,9,VENEZUELA,,"VENEZUELA:  CUMANA, SAN JUAN BAUTISTA; TRINIDAD",10.47,-64.17,,
1849,9,13,6,,,,,,6,9,VENEZUELA,,VENEZUELA:  TACHIRA (LOBATERA),7.3,-72.3,,
1874,2,16,5.9,,,,,,5.9,,VENEZUELA,,VENEZUELA:  PILAR,10.5,-63.1,,
1894,2,20,8.2,,8.2,,,,,9,VENEZUELA,,"VENEZUELA:  MERIDA,TOVAR; COLOMBIA: N SANTANDER",8.5,-71.7,,
1966,18,12,5,,,,,,5,,VENEZUELA,,VENEZUELA,10.8,-69.5,,
1989,0,16,5.2,,5.2,5.4,,,,,VENEZUELA,,"VENEZUELA:  FALCON, CARABOBO, CARACAS",11.038,-68.27,,
1973,15,33,7.5,,7.5,6.2,,,7.5,,ANTARCTICA,,ANTARCTICA,-60.82,-21.55,,
1998,3,10,8.1,8.1,8,6.6,,,,,ANTARCTICA,,BALLENY ISLANDS,-62.877,149.527,,
2013,9,10,7.7,7.7,,,,,,,ANTARCTICA,,SCOTIA SEA:  SOUTH ORKNEY ISLANDS,-60.274,-46.401,,
2021,23,10,6.9,6.9,,,,,,9,ANTARCTICA,,SCOTIA SEA:  SOUTH SHETLAND ISLANDS,-61.825,-55.494,,
427,,12,6.7,,,,,,6.7,10,AZERBAIJAN,,AZERBAIJAN,40.5,46.5,,
1669,,5,5.7,,,,,,5.7,9,AZERBAIJAN,,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.6,48.6,,
1828,16,10,5.7,,,,,,5.7,8,AZERBAIJAN,,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.7,48.4,,
1842,,3,4.3,,,,,,4.3,8,AZERBAIJAN,,AZERBAIJAN:  APSCHERON PENINSULA,40.5,50,,
1859,13,10,5.9,,,,,,5.9,9,AZERBAIJAN,,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.7,48.5,,
1868,,,7.5,,,,,,7.5,,BANGLADESH,,BANGLADESH:  SYLHET,24.5,91.5,,
1991,2,20,6.7,6.7,6.5,6.2,,,,,BERING SEA,AK,BERING SEA,58.427,-175.45,,
1854,,,7.2,,7.2,,,,,,COSTA RICA,,COSTA RICA-PANAMA,8.5,-83,,
1900,20,60,7.5,,7.5,,,,,,COSTA RICA,,COSTA RICA,10,-85.5,,
1941,21,,6.9,,6.9,,,,,,COSTA RICA,,COSTA RICA-PANAMA,8.5,-84,,
1955,17,,5.8,,,,,,5.8,,COSTA RICA,,COSTA RICA,10,-84.5,,
2017,2,19,6.5,6.5,,,,,,8,COSTA RICA,,COSTA RICA: JACO,9.515,-84.487,2,
1969,21,7,7.2,,7.2,,,,,6,GUADELOUPE,,GUADELOUPE: GRAND BOURG,15.8,-59.7,,
2005,18,12,5.8,5.8,5.5,5.6,,,,,GUADELOUPE,,GUADELOUPE,15.775,-61.744,,
500,,20,6.7,,,,,,6.7,8,KAZAKHSTAN,,KAZAKHSTAN,42.7,76.5,,
1887,23,20,7.3,,,,,,7.3,10,KAZAKHSTAN,,KAZAKHSTAN:  VERNENSK,43.1,76.8,,
1889,22,,8.3,,,,,,8.3,10,KAZAKHSTAN,,"KAZAKHSTAN:  CILIK, ALMA-ATA",43.2,78.7,,
1978,21,33,7.1,,7.1,6.2,,,,8,KAZAKHSTAN,,KAZAKHSTAN:  ALMA-ATA,42.839,78.606,,
1475,,5,6.4,,,,,,6.4,9,KYRGYZSTAN,,KYRGYZSTAN:  BOLOSAGUN,42.6,75.2,,
1885,21,15,6.9,,,,,,6.9,10,KYRGYZSTAN,,KYRGYZSTAN:  BELOVODSKOJE,42.7,74.1,,
1946,18,35,7.6,,,,,,7.6,10,KYRGYZSTAN,,KYRGYZSTAN,41.5,72.5,,
1997,13,22,5.8,5.8,5.8,5.7,,,,7,KYRGYZSTAN,,"KYRGYZSTAN:  DZHERGETAL, KOSHTEBE, KAZARMAN",41.026,74.284,,
1839,9,33,7.8,,,,,,7.8,9,MARTINIQUE,,"MARTINIQUE:  FORT-DE-FRANCE, ST PIERRE; CASTRIES",14.4,-61.1,,
1906,22,100,7.9,,7.9,,,,,,MARTINIQUE,,MARTINIQUE,15,-61,,
1968,4,17,5.3,,,,,,5.3,,MONTENEGRO,,BALKANS NW:  MONTENEGRO,42.1,19.3,,
1979,2,10,5.3,,5.3,,,,,,MONTENEGRO,,MONTENEGRO: BAR ULCINJ,41.956,19.023,,
1930,,,6.3,,,,,,6.3,,TAJIKISTAN,,TAJIKISTAN:  DUSHANBE (STALINABAD),38.4,68.5,,
1977,14,20,5.9,,5.9,6.1,,,5.9,,TAJIKISTAN,,TAJIKISTAN,40.04,70.85,,
1988,20,11,5,,5,5.5,,,,6,TAJIKISTAN,,"TAJIKISTAN:  ROSHTKALA, KHOROG",37.18,71.811,,
2002,4,10,5.9,5.9,5.9,5.8,,,,,TAJIKISTAN,,TAJIKISTAN; AFGHANISTAN: DO ABI-NAHRIN,39.959,69.417,50,
2006,0,34,5.6,5.6,5.2,4.8,,,,,TAJIKISTAN,,TAJIKISTAN:  PANJ-QUMSANGIR,37.255,68.828,3,
2007,22,10,5.2,5.2,5,5.6,,,,,TAJIKISTAN,,"TAJIKISTAN:  RASHT, ASHT",38.936,70.485,12,
2021,17,91,5.9,5.9,,,,,,8,TAJIKISTAN,,PAKISTAN: HARIPUR; TAJIKISTAN,38.132,73.569,1,
942,,20,6.7,,,,,,6.7,9,UZBEKISTAN,,UZBEKISTAN:  BUKHARA,39.7,64.5,,
1490,,15,5.8,,,,,,5.8,8,UZBEKISTAN,,UZBEKISTAN:  SAMARKAND,39.4,67.1,,
1620,,6,5.8,,,,,,5.8,9,UZBEKISTAN,,UZBEKISTAN:  AKHSY,40.9,71.4,,
1799,,10,6,,,,,,6,9,UZBEKISTAN,,UZBEKISTAN:  UZGUT,39.4,67.2,,
1868,21,18,6.5,,,,,,6.5,8,UZBEKISTAN,,UZBEKISTAN:  TASHKENT; KAZAKHSTAN:  TURKESTAN,41.2,69.6,,
1976,2,33,7,,7,6.5,,,7.3,7,UZBEKISTAN,,UZBEKISTAN:  GAZLI,40.31,63.77,,
1976,2,10,7,,7,6.3,,,7.3,10,UZBEKISTAN,,"UZBEKISTAN:  GAZLI, BUKHARA",40.38,63.47,,
1978,19,7,6.8,,6.8,6.2,,,6.8,9,UZBEKISTAN,,UZBEKISTAN:   ANDIZHAN; TAJIKISTAN:  DUSHANBE,39.35,72.61,,
1102,,15,6.1,,,,,,6.1,8,AFGHANISTAN,,AFGHANISTAN:  GERAT,35,62.1,,
1896,23,160,7.5,,,,,,7.5,6,AFGHANISTAN,,AFGHANISTAN,37,71,,
1908,20,220,7,,7,,,,7.6,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36.5,70.5,,
1909,21,230,8.1,,8.1,,,,,7,AFGHANISTAN,,AFGHANISTAN:  HINDU-KUSH,36.5,70.5,,
1911,13,190,7.6,,7.6,,,,,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36,70.5,,
1921,20,215,7.8,,,,,,7.8,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36.5,70.5,,
1922,13,230,7.5,,,,,,7.5,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36.5,70.5,,
1929,17,220,7.1,,,,,,7.1,,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH,36.5,70.5,,
1939,11,220,6.9,,,,,,6.9,,AFGHANISTAN,,AFGHANISTAN,36.3,70.6,,
1956,,60,7.6,,,,,,7.6,,AFGHANISTAN,,AFGHANISTAN:  KABUL,35.1,67.5,,
1965,15,219,7.3,,7.3,6.9,,,,7,AFGHANISTAN,,AFGHANISTAN,36.3,70.7,,
1972,15,47,6.1,,6.1,6,,,6.6,6,AFGHANISTAN,,"AFGHANISTAN:  HINDU KUSH:  SARSANGI, NARIN COUNTIES",36.2,69.7,,
1976,21,190,6.1,,,6.1,,,7,5,AFGHANISTAN,,AFGHANISTAN; TAJIKISTAN:  KHOROG,36.51,71.04,,
1990,14,217,5.6,,,5.6,,,,4,AFGHANISTAN,,AFGHANISTAN:  HINDU KUSH:  PIK LENINA,36.415,70.789,43,
